1.295689208984375000e+03,1.822070312500000000e+03
1.358476562500000000e+03,1.372752685546875000e+03
1.195151000976562500e+03,1.827545288085937500e+03
1.503372070312500000e+03,1.155189086914062500e+03
1.322296875000000000e+03,1.446362915039062500e+03
1.261344604492187500e+03,1.310088500976562500e+03
1.312594482421875000e+03,1.251097167968750000e+03
1.365900146484375000e+03,1.143269165039062500e+03
1.306302124023437500e+03,1.567230468750000000e+03
1.324837524414062500e+03,1.137983886718750000e+03
1.303537475585937500e+03,1.289163452148437500e+03
1.329628540039062500e+03,1.462364624023437500e+03
1.208882812500000000e+03,9.670637817382812500e+02
1.264692749023437500e+03,1.580009521484375000e+03
1.316296997070312500e+03,1.127927978515625000e+03
1.444375976562500000e+03,1.244674438476562500e+03
1.294000854492187500e+03,1.260668823242187500e+03
1.503150268554687500e+03,8.574266967773437500e+02
1.275359741210937500e+03,1.423610107421875000e+03
1.246329956054687500e+03,1.412123901367187500e+03
1.293024047851562500e+03,1.122671508789062500e+03
1.420814331054687500e+03,1.428536865234375000e+03
1.429889282226562500e+03,1.503043457031250000e+03
1.417875244140625000e+03,1.715169189453125000e+03
1.290393188476562500e+03,1.419803344726562500e+03
1.285230957031250000e+03,1.339443725585937500e+03
1.409104980468750000e+03,1.382862915039062500e+03
1.304485717773437500e+03,1.525681030273437500e+03
1.464912353515625000e+03,1.149118652343750000e+03
1.397573120117187500e+03,1.428567749023437500e+03
1.350061035156250000e+03,1.204830444335937500e+03
1.232996826171875000e+03,1.464503173828125000e+03
1.339149902343750000e+03,1.673793823242187500e+03
1.306665527343750000e+03,9.146156005859375000e+02
1.351139160156250000e+03,9.706815185546875000e+02
1.481657104492187500e+03,1.108695434570312500e+03
1.395628417968750000e+03,9.863136596679687500e+02
1.411986816406250000e+03,1.372806152343750000e+03
1.182999511718750000e+03,7.732100830078125000e+02
1.397099975585937500e+03,1.462055541992187500e+03
1.374011108398437500e+03,1.224982910156250000e+03
1.474839233398437500e+03,1.310038696289062500e+03
1.392817626953125000e+03,1.339985229492187500e+03
1.448952514648437500e+03,1.408336914062500000e+03
1.224864135742187500e+03,1.621265136718750000e+03
1.326673706054687500e+03,1.237935424804687500e+03
1.322494384765625000e+03,1.167555175781250000e+03
1.281901855468750000e+03,1.194748657226562500e+03
1.232198608398437500e+03,1.222961181640625000e+03
1.271820434570312500e+03,2.174522949218750000e+03
